Date,Wheat,Milo,Corn,Beans
8/2/07,5.7,2.82,3.33,7.26
8/3/07,5.75,2.85,3.36,7.43
8/6/07,5.83,2.84,3.35,7.32
8/7/07,5.83,2.93,3.44,7.45
8/8/07,5.97,2.99,3.5,7.6
8/9/07,5.9,2.9,3.41,7.6
8/10/07,5.85,2.91,3.42,7.54
8/13/07,5.85,2.89,3.4,7.64
8/14/07,6.02,2.86,3.37,7.48
8/15/07,5.88,2.86,3.37,7.37
8/16/07,5.81,2.8,3.31,6.97
8/17/07,5.81,2.87,3.38,7.1
8/20/07,5.8,2.9,3.41,7.09
8/21/07,5.85,2.97,3.48,7.13
8/22/07,5.97,3.06,3.57,7.29
8/23/07,6.04,3.03,3.54,7.4
8/24/07,6.13,3,3.51,7.47
8/27/07,6.11,2.94,3.45,7.55
8/28/07,6.11,2.85,3.36,7.54
8/29/07,6.25,2.81,3.32,7.56
8/30/07,6.51,2.81,3.32,7.67
8/31/07,6.48,3.03,3.39,7.77
9/4/07,6.78,3.16,3.52,8.02
9/5/07,7.08,3.09,3.45,7.97
9/6/07,7.06,3.02,3.38,7.87
9/7/07,7.25,3.11,3.43,7.99
9/10/07,7.46,3.09,3.39,8.12
9/11/07,7.76,3.04,3.34,8.15
9/12/07,7.5,3.2,3.5,8.33
9/13/07,7.42,3.1,3.4,8.35
9/14/07,7.46,3.12,3.42,8.49
9/17/07,7.75,3.15,3.45,8.63
9/18/07,7.66,3.15,3.45,8.64
9/19/07,7.46,3.21,3.51,8.65
9/20/07,7.51,3.32,3.62,8.83
9/21/07,7.75,3.4,3.7,8.73
9/24/07,7.82,3.37,3.67,8.73
9/25/07,7.9,3.35,3.65,8.67
9/26/07,8.2,3.38,3.65,8.85
9/27/07,8.37,3.5,3.77,9.03
9/28/07,8.46,3.36,3.63,8.85
10/1/07,8.66,3.32,3.59,8.86
10/2/07,8.36,3.12,3.39,8.38
10/3/07,8.44,3.08,3.35,8.45
10/4/07,8.27,3.09,3.32,8.48
10/5/07,8.12,3.09,3.32,8.35
10/8/07,7.82,3.07,3.3,8.2
10/9/07,7.61,3.1,3.33,8.44
10/10/07,7.73,3.14,3.37,8.62
10/11/07,8.03,3.11,3.34,8.76
10/12/07,7.85,3.18,3.41,8.71
10/15/07,7.6,3.29,3.52,8.81
10/16/07,7.55,3.28,3.51,8.72
10/17/07,7.5,3.25,3.48,8.68
10/18/07,7.56,3.34,3.57,8.86
10/19/07,7.86,3.37,3.6,8.77
10/22/07,8.05,3.32,3.55,8.71
10/23/07,7.77,3.28,3.51,8.76
10/24/07,7.47,3.24,3.47,8.7
10/25/07,7.42,3.33,3.56,8.89
10/26/07,7.45,3.39,3.62,8.9
10/29/07,7.71,3.43,3.66,9.05
10/30/07,7.54,3.37,3.6,8.86
10/31/07,7.49,3.45,3.66,9.05
11/1/07,7.3,3.36,3.64,8.85
11/2/07,7.31,3.44,3.72,9
11/5/07,7.37,3.42,3.7,9.04
11/6/07,7.47,3.53,3.81,9.28
11/7/07,7.36,3.51,3.79,9.22
11/8/07,7.14,3.57,3.85,9.24
11/9/07,7.1,3.54,3.82,9.39
11/12/07,7.02,3.46,3.74,9.29
11/13/07,6.87,3.42,3.7,9.39
11/14/07,6.97,3.5,3.78,9.63
11/15/07,7.12,3.42,3.7,9.62
11/16/07,7,3.47,3.75,9.61
11/19/07,7.06,3.42,3.73,9.54
11/20/07,7.25,3.45,3.76,9.7
11/21/07,7.55,3.46,3.77,9.67
11/23/07,7.79,3.53,3.84,9.83
11/26/07,7.64,3.5,3.81,9.87
11/27/07,7.77,3.48,3.79,9.74
11/28/07,8.07,3.51,3.82,9.8
11/29/07,8.21,3.48,3.79,9.81
11/30/07,8.31,3.51,3.83,9.63
12/3/07,8.24,3.53,3.85,9.62
12/4/07,8.4,3.6,3.92,9.75
12/5/07,8.35,3.6,3.92,9.83
12/6/07,8.5,3.61,3.96,9.82
12/7/07,8.8,3.66,4.01,10.03
12/10/07,8.92,3.67,4.02,10.09
12/11/07,8.82,3.73,4.08,10.19
12/12/07,9.12,3.82,4.17,10.35
12/13/07,9.13,3.84,4.19,10.29
12/14/07,9.29,3.87,4.22,10.4
12/17/07,9.14,3.88,4.23,10.4
12/18/07,9.02,3.81,4.16,10.33
12/19/07,9.25,3.84,4.19,10.42
12/20/07,9.06,3.87,4.22,10.44
12/21/07,8.99,3.93,4.28,10.61
12/24/07,8.94,3.93,4.28,10.64
12/26/07,8.98,4.01,4.36,11.04
12/27/07,8.74,4.04,4.39,10.96
12/28/07,8.44,4.01,4.36,10.91
12/31/07,8.44,4.05,4.4,10.82
1/2/08,8.66,4.12,4.47,11.16 
1/3/08,8.96,4.15,4.50,11.35 
1/4/08,8.76,4.16,4.51,11.32 
1/7/08,8.46,4.15,4.50,11.29 
1/8/08,8.39,4.28,4.63,11.41 
1/9/08,8.19,4.26,4.61,11.37 
1/10/08,8.24,4.24,4.59,11.34 
1/11/08,8.54,4.44,4.79,11.63 
1/14/08,8.63,4.61,4.96,11.61 
1/15/08,8.86,4.58,4.93,11.66 
1/16/08,8.89,4.52,4.87,11.29 
1/17/08,9.12,4.51,4.86,11.23 
1/18/08,9.41,4.47,4.82,11.16 
1/22/08,9.15,4.38,4.73,10.92 
1/23/08,8.85,4.18,4.53,10.42 
1/24/08,8.85,4.38,4.73,10.83 
1/25/08,9.00,4.47,4.82,10.95 
1/28/08,9.30,4.51,4.86,11.06 
1/29/08,9.20,4.50,4.85,11.19 
1/30/08,8.97,4.48,4.83,11.28 
1/31/08,8.97,4.50,4.85,11.27 
2/1/08,9.20,4.50,4.85,11.39 
2/4/08,9.50,4.60,4.95,11.78 
2/5/08,9.80,4.58,4.93,11.75 
2/6/08,10.10,4.51,4.86,11.71 
2/7/08,10.40,4.49,4.84,11.84 
2/8/08,10.70,4.57,4.92,11.91 
2/11/08,10.14,4.53,4.88,11.78 
2/12/08,9.76,4.47,4.82,11.73 
2/13/08,9.71,4.46,4.81,11.81 
2/14/08,10.24,4.60,4.95,12.20 
2/15/08,10.12,4.64,4.99,12.26 
2/19/08,10.15,4.69,5.04,12.51 
2/20/08,9.99,4.73,5.08,12.50 
2/21/08,10.15,4.74,5.09,12.58 
2/22/08,10.37,4.71,5.06,12.72 
2/25/08,10.97,4.82,5.17,13.04 
2/26/08,11.90,4.89,5.26,13.36 
2/27/08,12.33,4.83,5.20,13.27 
2/28/08,11.51,5.01,5.38,13.65 
2/29/08,10.85,5.02,5.39,13.89 
3/3/08,10.96,5.12,5.49,14.12 
3/4/08,10.85,5.00,5.37,13.63 
3/5/08,11.00,5.12,5.49,13.61 
3/6/08,11.08,5.12,5.49,13.11 
3/7/08,10.94,4.92,5.29,12.61 
3/10/08,11.26,5.11,5.48,12.59 
3/11/08,11.86,5.18,5.55,12.60 
3/12/08,12.53,5.12,5.49,12.47 
3/13/08,12.17,5.15,5.52,12.55 
3/14/08,11.85,5.04,5.41,12.05 
3/17/08,11.25,4.84,5.21,11.55 
3/18/08,11.38,4.92,5.29,11.59 
3/19/08,10.48,4.72,5.09,11.09 
3/20/08,9.57,4.49,4.90,10.59 
3/24/08,9.94,4.66,5.07,11.09 
3/25/08,10.44,4.86,5.27,11.59 
3/26/08,9.94,4.93,5.34,12.04 
3/27/08,9.80,4.97,5.38,11.79 
3/28/08,9.47,5.02,5.43,11.19 
3/31/08,8.90,5.08,5.49,10.49 
4/1/08,8.75,5.25,5.66,10.63 
4/2/08,9.11,5.31,5.78,10.95 
4/3/08,9.21,5.35,5.82,11.09 
4/4/08,9.54,5.33,5.80,11.29 
4/7/08,9.04,5.25,5.72,11.07 
4/8/08,9.12,5.26,5.73,11.04 
4/9/08,9.13,5.40,5.87,11.65 
4/10/08,9.00,5.29,5.76,12.08 
4/11/08,8.79,5.19,5.66,11.85 
4/14/08,8.76,5.27,5.74,12.25 
4/15/08,8.75,5.41,5.88,12.32 
4/16/08,9.10,5.39,5.86,11.97 
4/17/08,8.99,5.39,5.86,12.03 
4/18/08,8.65,5.35,5.82,12.14 
4/21/08,8.40,5.15,5.62,11.68 
4/22/08,8.36,5.29,5.76,12.27 
4/23/08,7.97,5.23,5.70,12.24 
4/24/08,7.89,5.11,5.58,12.01 
4/25/08,7.80,5.12,5.59,11.78 
4/28/08,7.95,5.35,5.82,11.36 
4/29/08,7.78,5.35,5.82,11.64 
4/30/08,7.72,5.42,5.89,11.84 
5/1/08,7.70,5.47,5.94,11.41 
5/2/08,7.91,5.44,5.91,11.75 
5/5/08,7.86,5.24,5.71,11.56 
5/6/08,7.96,5.34,5.83,11.49 
5/7/08,7.90,5.41,5.90,11.81 
5/8/08,8.00,5.58,6.07,11.82 
5/9/08,7.78,5.57,6.06,12.30 
5/12/08,7.75,5.43,5.92,12.15 
5/13/08,7.67,5.35,5.84,12.52 
5/14/08,7.43,5.24,5.73,12.52 
5/15/08,7.54,5.27,5.76,12.20 
5/16/08,7.56,5.19,5.68,12.50 
5/19/08,7.69,5.15,5.64,12.05 
5/20/08,7.63,5.18,5.67,12.04 
5/21/08,7.62,5.35,5.84,12.21 
5/22/08,7.32,5.24,5.73,11.97 
5/23/08,7.30,5.28,5.77,12.40 
5/27/08,7.37,5.26,5.75,12.20 
5/28/08,7.36,5.21,5.70,12.45 
5/29/08,7.26,5.10,5.59,11.95 
5/30/08,7.34,5.27,5.76,12.36 
6/2/08,7.53,5.44,5.93,12.38 
6/3/08,7.20,5.36,5.85,12.32 
6/4/08,7.22,5.43,5.92,12.61 
6/5/08,7.47,5.71,6.20,13.24 
6/6/08,7.79,5.79,6.28,13.30 
6/9/08,7.58,5.85,6.34,13.24 
6/10/08,7.79,6.01,6.50,13.19 
6/11/08,8.39,6.31,6.80,13.89 
6/12/08,8.24,6.37,6.86,14.09 
6/13/08,8.56,6.60,7.09,14.32 
6/16/08,8.53,6.61,7.10,14.06 
6/17/08,8.71,6.70,7.19,14.30 
6/18/08,8.77,6.74,7.23,14.20 
6/19/08,8.62,6.56,7.05,13.99 
6/20/08,8.47,6.49,6.98,13.86 
6/23/08,8.36,6.52,7.01,13.80 
6/24/08,8.42,6.41,6.90,13.68 
6/25/08,8.70,6.58,7.07,14.02 
6/26/08,8.87,6.82,7.31,14.39 
6/27/08,8.57,6.83,7.32,14.37 
6/30/08,8.18,6.53,7.02,14.51 
7/1/08,8.16,6.47,6.96,14.87 
7/2/08,8.27,6.76,7.25,15.07 
7/3/08,8.34,6.73,7.22,15.08 
7/7/08,7.82,6.43,6.92,14.38 
7/8/08,7.83,6.20,6.69,14.07 
7/9/08,7.75,6.10,6.59,14.34 
7/10/08,7.71,6.02,6.51,14.64 
7/11/08,7.87,6.06,6.55,14.73 
7/14/08,7.73,5.79,6.28,14.36 
7/15/08,7.66,5.63,6.12,13.93 
7/16/08,7.83,5.74,6.23,14.25 
7/17/08,7.61,5.46,5.95,13.98 
7/18/08,7.60,5.25,5.74,13.48 
7/21/08,7.45,5.04,5.53,13.03 
7/22/08,7.46,4.89,5.38,13.09 
7/23/08,7.34,4.87,5.36,12.84 
7/24/08,7.39,4.88,5.37,12.73 
7/25/08,7.54,4.92,5.41,12.87 
7/28/08,7.47,4.97,5.46,12.96 
7/29/08,7.47,5.09,5.58,12.91 
7/30/08,7.41,5.17,5.66,13.05 
7/31/08,7.37,5.03,5.52,13.03 
8/1/08,7.44,4.80,5.29,12.65 
8/4/08,7.18,4.51,5.00,11.95 
8/5/08,7.29,4.40,4.95,11.69 
8/6/08,7.18,4.23,4.78,11.22 
8/7/08,7.69,4.37,4.92,11.39 
8/8/08,7.26,4.14,4.69,10.81 
8/11/08,7.47,4.12,4.67,10.96 
8/12/08,7.49,4.24,4.79,11.14 
8/13/08,8.08,4.54,5.09,11.84 
8/14/08,8.20,4.73,5.28,11.74 
8/15/08,7.85,4.45,5.00,11.19 
8/18/08,8.12,4.68,5.23,11.89 
8/19/08,8.03,4.80,5.44,11.76 
8/20/08,8.28,4.90,5.54,12.00 
8/21/08,8.50,5.13,5.77,12.48 
8/22/08,8.22,5.02,5.66,12.27 
8/25/08,8.00,4.95,5.59,12.47 
8/26/08,7.88,4.90,5.54,12.45 
8/27/08,7.62,4.93,5.57,12.48 
8/28/08,7.47,4.85,5.49,12.24 
8/29/08,7.41,4.83,5.47,12.24 
9/2/08,7.16,4.74,5.35,12.04 
9/3/08,7.24,4.67,5.28,11.57 
9/4/08,7.24,4.70,5.31,11.40 
9/5/08,7.00,4.54,5.15,10.82 
9/8/08,6.90,4.54,5.15,10.97 
9/9/08,6.77,4.50,5.11,11.06 
9/10/08,6.69,4.42,5.09,10.83 
9/11/08,6.69,4.38,5.05,10.81 
9/12/08,6.65,4.68,5.35,11.07 
9/15/08,6.69,4.67,5.34,10.84 
9/16/08,6.40,4.37,5.04,10.29 
9/17/08,6.67,4.59,5.26,10.44 
9/18/08,6.39,4.32,4.99,10.21 
9/19/08,6.62,4.47,5.14,10.49 
9/22/08,6.79,4.64,5.31,11.10 
9/23/08,6.92,4.70,5.38,10.87 
9/24/08,6.69,4.73,5.41,10.87 
9/25/08,6.75,4.68,5.36,10.83 
9/26/08,6.56,4.53,5.21,10.64 
9/29/08,6.15,4.23,4.91,9.94 
9/30/08,6.22,3.98,4.66,9.45 
10/1/08,6.14,3.94,4.62,9.53 
10/2/08,5.79,3.64,4.32,9.04 
10/3/08,5.81,3.64,4.32,8.92 
10/6/08,5.38,3.34,4.08,8.22 
10/7/08,5.44,3.27,4.01,8.26 
10/8/08,5.48,3.38,4.12,8.64 
10/9/08,5.48,3.48,4.22,8.75 
10/10/08,5.15,3.18,3.92,8.05 
10/13/08,5.37,3.22,3.96,8.23 
10/14/08,5.23,3.21,3.95,7.91 
10/15/08,5.00,2.98,3.72,7.53 
10/16/08,4.98,2.95,3.69,7.62 
10/17/08,5.08,3.13,3.87,7.89 
10/20/08,5.06,3.29,4.03,8.24 
10/21/08,4.92,3.21,3.95,8.03 
10/22/08,4.60,2.95,3.69,7.54 
10/23/08,4.63,3.00,3.74,7.80 
10/24/08,4.57,2.83,3.57,7.59 
10/27/08,4.75,2.95,3.69,7.88 
10/28/08,4.63,3.01,3.75,7.74 
10/29/08,5.08,3.31,4.05,8.32 
10/30/08,4.94,3.20,3.94,8.33 
10/31/08,4.93,3.12,3.86,8.23 
11/3/08,5.18,3.13,3.87,8.28 
11/4/08,5.29,3.23,3.97,8.49 
11/5/08,4.97,3.00,3.74,7.94 
11/6/08,4.83,2.88,3.62,7.96 
11/7/08,4.88,2.86,3.60,8.11 
11/10/08,4.83,2.94,3.68,8.38 
11/11/08,4.91,2.84,3.58,8.06 
11/12/08,4.96,2.80,3.54,7.85 
11/13/08,4.98,2.87,3.61,7.84 
11/14/08,5.13,2.90,3.64,7.86 
11/17/08,4.86,2.96,3.70,7.97 
11/18/08,4.81,2.90,3.64,7.92 
11/19/08,4.80,2.89,3.63,7.87 
11/20/08,4.68,2.74,3.48,7.46 
11/21/08,4.54,2.49,3.23,7.30 
11/24/08,4.89,2.65,3.39,7.74 
11/25/08,4.82,2.64,3.38,7.73 
11/26/08,4.79,2.64,3.38,7.76 
11/28/08,4.83,2.60,3.34,7.73 
12/1/08,4.69,2.59,3.29,7.36 
12/2/08,4.70,2.58,3.28,7.17 
12/3/08,4.61,2.58,3.28,7.20 
12/4/08,4.28,2.44,3.14,7.01 
12/5/08,4.18,2.19,2.89,6.74 
12/8/08,4.32,2.40,3.10,7.11 
12/9/08,4.30,2.38,3.08,7.03 
12/10/08,4.46,2.52,3.22,7.20 
12/11/08,4.49,2.62,3.32,7.47 
12/12/08,4.53,2.84,3.54,7.44 
12/15/08,4.58,2.85,3.55,7.36 
12/16/08,4.80,3.04,3.74,7.49 
12/17/08,4.93,3.00,3.70,7.54 
12/18/08,5.11,3.00,3.70,7.70 
12/19/08,5.03,2.91,3.61,7.68 
12/22/08,5.09,2.92,3.62,7.87 
12/23/08,5.14,3.05,3.75,8.01 
12/24/08,5.20,3.08,3.78,8.16 
12/26/08,5.36,3.22,3.92,8.52 
12/29/08,5.31,3.04,3.74,8.39 
12/30/08,5.42,3.06,3.78,8.53 
12/31/08,5.50,3.17,3.89,8.80 
1/2/09,5.54,3.22,3.94,8.77 
1/5/09,5.62,3.21,3.93,8.87 
1/6/09,5.90,3.38,4.10,9.16 
1/7/09,5.57,3.27,3.99,8.90 
1/8/09,5.53,3.17,3.89,8.90 
1/9/09,5.71,3.21,3.93,9.36 
1/12/09,5.15,2.91,3.63,8.66 
1/13/09,5.17,2.73,3.45,8.72 
1/14/09,5.20,2.77,3.49,8.72 
1/15/09,5.15,2.75,3.47,8.95 
1/16/09,5.29,3.01,3.73,9.20 
1/20/09,5.00,2.94,3.66,8.92 
1/21/09,5.21,3.00,3.72,9.21 
1/22/09,5.18,2.98,3.70,9.12 
1/23/09,5.31,3.01,3.73,9.09 
1/26/09,5.42,3.04,3.76,9.09 
1/27/09,5.35,2.88,3.60,8.76 
1/28/09,5.46,2.95,3.67,8.83 
1/29/09,5.28,2.92,3.64,8.71 
1/30/09,5.21,2.89,3.61,8.80 
2/2/09,5.13,2.81,3.53,8.60 
2/3/09,5.01,2.72,3.44,8.51 
2/4/09,4.95,2.68,3.43,8.55 
2/5/09,5.15,2.81,3.56,8.85 
2/6/09,5.12,2.87,3.62,9.06 
2/9/09,5.20,2.88,3.63,9.07 
2/10/09,5.14,2.87,3.62,9.07 
2/11/09,5.03,2.79,3.54,8.91 
2/12/09,5.00,2.76,3.51,8.82 
2/13/09,5.00,2.73,3.48,8.69 
2/17/09,4.76,2.59,3.34,8.16 
2/18/09,4.72,2.59,3.34,8.01 
2/19/09,4.83,2.63,3.38,7.98 
2/20/09,4.81,2.60,3.35,7.76 
2/23/09,4.73,2.67,3.37,7.86 
2/24/09,4.78,2.69,3.39,7.94 
2/25/09,4.91,2.79,3.49,7.91 
2/26/09,4.79,2.77,3.47,7.82 
2/27/09,4.77,2.66,3.36,7.88 
3/2/09,4.72,2.65,3.30,7.59 
3/3/09,4.70,2.66,3.31,7.69 
3/4/09,4.97,2.79,3.44,7.84 
3/5/09,4.90,2.74,3.39,7.67 
3/6/09,5.04,2.77,3.42,7.82 
3/9/09,5.05,2.81,3.46,7.80 
3/10/09,5.14,2.91,3.56,7.92 
3/11/09,4.91,2.80,3.45,7.77 
3/12/09,5.06,3.00,3.65,7.97 
3/13/09,5.00,3.04,3.69,7.92 
3/16/09,5.27,3.07,3.72,8.26 
3/17/09,5.35,3.06,3.73,8.28 
3/18/09,5.13,3.03,3.70,8.30 
3/19/09,5.36,3.12,3.79,8.56 
3/20/09,5.33,3.12,3.79,8.67 
3/23/09,5.34,3.11,3.78,8.71 
3/24/09,5.18,3.09,3.76,8.82 
3/25/09,4.85,3.01,3.71,8.66 
3/26/09,4.90,3.06,3.76,8.59 
3/27/09,4.80,3.02,3.72,8.32 
3/30/09,4.85,3.01,3.71,8.20 
3/31/09,5.03,3.20,3.90,8.67 
4/1/09,4.96,3.11,3.81,8.67 
4/2/09,5.22,3.18,3.88,8.92 
4/3/09,5.48,3.20,3.90,9.11 
4/6/09,5.43,3.21,3.91,9.09 
4/7/09,5.30,3.11,3.81,9.05 
4/8/09,5.20,3.12,3.82,9.21 
4/9/09,5.11,3.05,3.75,9.22 
4/13/09,5.10,3.03,3.73,9.37 
4/14/09,5.05,3.09,3.79,9.51 
4/15/09,5.00,3.00,3.70,9.50 
4/16/09,5.10,3.01,3.71,9.74 
4/17/09,5.09,2.91,3.61,9.57 
4/20/09,4.99,2.85,3.55,9.27 
4/21/09,5.03,2.89,3.59,9.55 
4/22/09,5.18,2.89,3.59,9.61 
4/23/09,5.32,2.96,3.66,9.54 
4/24/09,5.34,2.92,3.62,9.50 
4/27/09,5.13,2.87,3.57,9.19 
4/28/09,5.13,2.90,3.60,9.05 
4/29/09,5.21,3.11,3.81,9.47 
4/30/09,5.25,3.14,3.84,9.77 
5/1/09,5.55,3.24,3.94,10.13 
5/4/09,5.37,3.16,3.86,10.26 
5/5/09,5.39,3.15,3.85,10.23 
5/6/09,5.47,3.18,3.88,10.40 
5/7/09,5.54,3.22,3.92,10.24 
5/8/09,5.73,3.31,4.01,10.34 
5/11/09,5.74,3.31,4.01,10.38 
5/12/09,5.78,3.38,4.08,10.40 
5/13/09,5.78,3.37,4.07,10.50 
5/14/09,5.84,3.38,4.08,10.70 
5/15/09,5.71,3.27,3.97,10.53 
5/18/09,5.84,3.32,4.02,10.69 
5/19/09,5.83,3.36,4.06,10.84 
5/20/09,5.90,3.36,4.06,10.91 
5/21/09,5.87,3.34,4.02,10.97 
5/22/09,6.01,3.40,4.08,10.88 
5/26/09,6.02,3.38,4.06,11.08 
5/27/09,6.15,3.36,4.04,11.09 
5/28/09,6.21,3.39,4.07,11.01 
5/29/09,6.27,3.46,4.14,11.06 
6/1/09,6.66,3.56,4.24,11.41 
6/2/09,6.59,3.60,4.28,11.31 
6/3/09,6.12,3.43,4.11,11.04 
6/4/09,6.30,3.59,4.25,11.52 
6/5/09,6.15,3.54,4.20,11.48 
6/8/09,5.93,3.45,4.11,11.55 
6/9/09,6.06,3.54,4.20,11.66 
6/10/09,5.88,3.46,4.12,11.60 
6/11/09,5.85,3.51,4.17,11.71 
6/12/09,5.77,3.36,4.02,11.56 
6/15/09,5.72,3.16,3.82,11.13 
6/16/09,5.63,3.14,3.80,11.14 
6/17/09,5.63,3.18,3.84,11.27 
6/18/09,5.54,3.13,3.79,11.35 
6/19/09,5.50,3.09,3.75,11.05 
6/22/09,5.39,2.95,3.61,10.75 
6/23/09,5.39,2.99,3.65,10.99 
6/24/09,5.41,2.97,3.63,11.08 
6/25/09,5.35,2.93,3.59,11.12 
6/26/09,5.33,2.94,3.60,11.13 
6/29/09,5.25,2.87,3.53,11.07 
6/30/09,5.10,2.65,3.30,11.04 
7/2/09,4.94,2.56,3.21,11.39 
7/6/09,4.81,2.45,3.10,11.04 
7/7/09,4.74,2.36,3.01,10.39 
7/8/09,4.77,2.35,3.00,10.00 
7/9/09,4.82,2.40,3.05,10.33 
7/10/09,4.78,2.38,3.03,10.30 
7/13/09,5.01,2.42,3.07,10.04 
7/14/09,4.88,2.49,3.14,9.98 
7/15/09,4.91,2.40,3.05,9.85 
7/16/09,4.90,2.27,2.92,9.50 
7/17/09,4.97,2.32,2.97,9.84 
7/20/09,5.01,2.33,2.98,9.83 
7/21/09,4.96,2.22,2.87,9.65 
7/22/09,4.85,2.18,2.83,9.68 
7/23/09,4.92,2.37,3.02,9.92 
7/24/09,4.79,2.26,2.91,9.75 
7/27/09,4.82,2.42,2.97,9.67 
7/28/09,4.80,2.41,2.96,9.87 
7/29/09,4.77,2.41,2.96,9.76 
7/30/09,4.80,2.52,3.07,10.31 
7/31/09,4.89,2.60,3.15,10.42 
8/3/09,5.09,2.78,3.33,10.91 
8/4/09,5.03,2.75,3.30,10.92 
8/5/09,4.90,2.67,3.22,11.05 
8/6/09,4.64,2.53,3.08,10.90 
8/7/09,4.55,2.42,2.97,10.99 
8/10/09,4.55,2.44,2.99,10.70 
8/11/09,4.47,2.47,3.02,10.99 
8/12/09,4.49,2.51,3.06,11.04 
8/13/09,4.39,2.45,3.00,10.64 
8/14/09,4.39,2.39,2.94,10.27 
8/17/09,4.30,2.34,2.89,10.00 
8/18/09,4.29,2.35,2.90,9.79 
8/19/09,4.27,2.40,2.95,9.78 
8/20/09,4.29,2.39,2.94,9.77 
8/21/09,4.24,2.42,2.97,9.93 
8/24/09,4.33,2.50,3.05,10.28 
8/25/09,4.35,2.42,2.97,10.19 
8/26/09,4.41,2.41,2.96,10.17 
8/27/09,4.39,2.43,2.98,10.16 
8/28/09,4.30,2.41,2.96,10.31 
8/31/09,4.35,2.46,3.01,10.00 
9/1/09,4.28,2.49,2.89,10.11
9/2/09,4.25,2.49,2.89,10.06
9/3/09,4.17,2.46,2.86,9.97
9/4/09,4.08,2.36,2.76,9.77
9/8/09,3.96,2.38,2.78,9.92
9/9/09,3.91,2.40,2.80,9.84
9/10/09,3.92,2.45,2.85,9.82
9/11/09,3.96,2.50,2.95,7.93
9/14/09,3.86,2.48,2.93,7.99
9/15/09,4.00,2.77,3.22,8.50
9/16/09,3.98,2.66,3.11,8.41
9/17/09,3.92,2.59,3.04,8.43
9/18/09,3.90,2.48,2.93,8.31
9/21/09,3.87,2.46,2.91,8.04
9/22/09,3.86,2.56,3.01,8.12
9/23/09,3.88,2.60,3.05,8.11
9/24/09,4.02,2.67,3.12,8.10
9/25/09,3.87,2.64,3.09,8.16
9/28/09,3.93,2.69,3.14,8.10
9/29/09,3.87,2.71,3.16,8.07
9/30/09,3.95,2.64,3.19,8.17
10/1/09,3.88,2.61,3.16,8.08
10/2/09,3.78,2.54,3.09,7.75
10/5/09,3.80,2.62,3.17,7.75
10/6/09,3.94,2.78,3.33,8.00
10/7/09,3.98,2.80,3.35,8.02
10/8/09,4.08,2.84,3.39,8.26
10/9/09,4.03,2.82,3.37,8.54
10/12/09,4.29,3.01,3.56,8.89
10/13/09,4.43,3.02,3.57,8.83
10/14/09,4.42,3.03,3.58,8.84
10/15/09,4.36,2.93,3.48,8.73
10/16/09,4.29,2.92,3.47,8.68
10/19/09,4.47,3.06,3.61,8.86
10/20/09,4.44,3.05,3.60,8.73
10/21/09,4.64,3.18,3.73,8.99
10/22/09,4.71,3.24,3.79,8.96
10/23/09,4.68,3.18,3.73,8.96
10/26/09,4.49,2.98,3.53,8.77
10/27/09,4.29,2.91,3.46,8.64
10/28/09,4.20,2.89,3.44,8.59
10/29/09,4.26,3.00,3.55,8.76
10/30/09,4.17,2.86,3.41,8.68
11/2/09,4.38,3.02,3.57,8.88
11/3/09,4.38,3.10,3.65,9.01
11/4/09,4.45,3.04,3.59,8.89
11/5/09,4.36,2.97,3.52,8.62
11/6/09,4.19,2.87,3.42,8.45
11/9/09,4.40,3.06,3.61,8.62
11/10/09,4.44,3.15,3.70,8.58
11/11/09,4.53,3.14,3.69,8.62
11/12/09,4.53,3.11,3.66,8.80
11/13/09,4.59,3.11,3.66,8.77
11/16/09,4.78,3.22,3.77,9.00
11/17/09,4.92,3.22,3.77,9.20
11/18/09,4.83,3.18,3.73,9.17
11/19/09,4.79,3.15,3.70,9.29
11/20/09,4.75,3.11,3.66,9.36
11/23/09,4.72,3.07,3.62,9.32
11/24/09,4.48,2.96,3.51,9.36
11/25/09,4.65,3.12,3.67,9.45
11/27/09,4.61,3.17,3.72,9.43
11/30/09,4.82,3.25,3.77,9.51
12/1/09,4.79,3.22,3.74,9.50
12/2/09,4.73,3.14,3.66,9.24
12/3/09,4.69,3.08,3.60,9.37
12/4/09,4.56,2.96,3.48,9.33
12/7/09,4.44,2.91,3.43,9.43
12/8/09,4.40,2.92,3.44,9.34
12/9/09,4.35,2.91,3.43,9.19
12/10/09,4.34,3.00,3.52,9.17
12/11/09,4.35,3.12,3.64,9.30
12/14/09,4.41,3.16,3.68,9.50
12/15/09,4.34,3.15,3.67,9.50
12/16/09,4.38,3.17,3.69,9.55
12/17/09,4.22,3.04,3.56,9.17
12/18/09,4.31,3.05,3.57,9.07
12/21/09,4.26,3.10,3.59,8.96
12/22/09,4.27,3.09,3.58,8.86
12/23/09,4.33,3.15,3.64,8.96
12/24/09,4.32,3.19,3.68,8.95
12/28/09,4.56,3.26,3.75,9.24
12/29/09,4.48,3.27,3.76,9.33
12/30/09,4.51,3.24,3.73,9.31
12/31/09,4.46,3.25,3.74,9.35
1/4/10,4.61,3.29,3.78,9.45
1/5/10,4.57,3.29,3.78,9.47
1/6/10,4.71,3.32,3.81,9.54
1/7/10,4.60,3.28,3.77,9.21
1/8/10,4.70,3.33,3.82,9.17
1/11/10,4.76,3.33,3.82,9.06
1/12/10,4.44,3.03,3.52,8.73
